Unnamed: 0,Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
346,03-Nov-2017,10461.55,10461.7,10403.6,10452.5,206101238,10070.83
347,06-Nov-2017,10431.75,10490.45,10413.75,10451.8,199559409,10231.76
348,07-Nov-2017,10477.15,10485.75,10340.8,10350.15,295830692,16182.46
349,08-Nov-2017,10361.95,10384.25,10285.5,10303.15,282950322,14789.39
350,09-Nov-2017,10358.65,10368.45,10266.95,10308.95,247606613,12697.28
351,10-Nov-2017,10304.35,10344.95,10254.1,10321.75,287962940,14682.6
352,13-Nov-2017,10322.0,10334.15,10216.25,10224.95,216799588,11783.34
353,14-Nov-2017,10223.4,10248.0,10175.55,10186.6,314413476,15398.97
354,15-Nov-2017,10171.95,10175.45,10094.0,10118.05,213836202,11609.18
355,16-Nov-2017,10152.9,10232.25,10139.2,10214.75,188180035,9995.55
356,17-Nov-2017,10324.55,10343.6,10268.05,10283.6,209592893,11023.35
357,20-Nov-2017,10287.2,10309.85,10261.5,10298.75,151751415,8502.63
358,21-Nov-2017,10329.25,10358.7,10315.05,10326.9,191859084,10443.99
359,22-Nov-2017,10350.8,10368.7,10309.55,10342.3,162504058,9136.04
360,23-Nov-2017,10358.45,10374.3,10307.3,10348.75,157651842,8789.42
361,24-Nov-2017,10366.8,10404.5,10362.25,10389.7,133177324,8197.66
362,27-Nov-2017,10361.05,10407.15,10340.2,10399.55,146276512,7551.71
363,28-Nov-2017,10387.9,10409.55,10355.2,10370.25,202050866,9979.25
364,29-Nov-2017,10376.65,10392.95,10345.9,10361.3,157192930,8852.8
365,30-Nov-2017,10332.7,10332.7,10211.25,10226.55,353105240,19005.56
366,01-Dec-2017,10263.7,10272.7,10108.55,10121.8,147765528,8518.58
367,04-Dec-2017,10175.05,10179.2,10095.7,10127.75,153240126,8458.66
368,05-Dec-2017,10118.25,10147.95,10069.1,10118.25,160253042,8749.09
369,06-Dec-2017,10088.8,10104.2,10033.35,10044.1,171208366,9598.82
370,07-Dec-2017,10063.45,10182.65,10061.9,10166.7,171339022,9910.28
371,08-Dec-2017,10198.45,10270.85,10195.25,10265.65,206234019,11468.15
372,11-Dec-2017,10310.5,10329.2,10282.05,10322.25,152034656,8453.76
373,12-Dec-2017,10324.9,10326.1,10230.2,10240.15,180546894,10380.24
374,13-Dec-2017,10236.6,10296.55,10169.85,10192.95,187191964,10070.44
375,14-Dec-2017,10229.3,10276.1,10141.55,10252.1,159103960,9549.23
376,15-Dec-2017,10345.65,10373.1,10319.65,10333.25,262974703,15106.77
377,18-Dec-2017,10263.1,10443.55,10074.8,10388.75,237506982,12921.61
378,19-Dec-2017,10414.8,10472.2,10406.0,10463.2,174340665,10982.95
379,20-Dec-2017,10494.4,10494.45,10437.15,10444.2,180597460,11303.0
380,21-Dec-2017,10473.95,10473.95,10426.9,10440.3,156646972,9411.2
381,22-Dec-2017,10457.3,10501.1,10448.25,10493.0,143119167,8755.32
382,26-Dec-2017,10512.3,10545.45,10477.95,10531.5,160417384,9043.77
383,27-Dec-2017,10531.05,10552.4,10469.25,10490.75,170307122,9077.6
384,28-Dec-2017,10498.2,10534.55,10460.45,10477.9,281309989,14551.58
385,29-Dec-2017,10492.35,10538.7,10488.65,10530.7,156736221,8943.1
386,01-Jan-2018,10531.7,10537.85,10423.1,10435.55,134532090,7546.56
387,02-Jan-2018,10477.55,10495.2,10404.65,10442.2,158092430,8665.47
388,03-Jan-2018,10482.65,10503.6,10429.55,10443.2,172516859,9541.6
389,04-Jan-2018,10469.4,10513.0,10441.45,10504.8,180257392,9561.95
390,05-Jan-2018,10534.25,10566.1,10520.1,10558.85,186469717,10306.22
391,08-Jan-2018,10591.7,10631.2,10588.55,10623.6,174181231,9907.27
392,09-Jan-2018,10645.1,10659.15,10603.6,10637.0,211291563,10733.37
393,10-Jan-2018,10652.05,10655.5,10592.7,10632.2,181900014,9720.65
394,11-Jan-2018,10637.05,10664.6,10612.35,10651.2,158630055,9635.01
395,12-Jan-2018,10682.55,10690.4,10597.1,10681.25,180592153,11005.12
396,15-Jan-2018,10718.5,10782.65,10713.8,10741.55,181262074,11333.11
397,16-Jan-2018,10761.5,10762.35,10687.85,10700.45,217468081,12709.44
398,17-Jan-2018,10702.45,10803.0,10666.75,10788.55,260488465,14334.26
399,18-Jan-2018,10873.4,10887.5,10782.4,10817.0,321609375,17930.3
400,19-Jan-2018,10829.2,10906.85,10793.9,10894.7,214011963,11792.26
401,22-Jan-2018,10883.2,10975.1,10881.4,10966.2,238815813,14469.06
402,23-Jan-2018,10997.4,11092.9,10994.55,11083.7,293445774,16423.91
403,24-Jan-2018,11069.35,11110.1,11046.15,11086.0,292197072,16915.14
404,25-Jan-2018,11095.6,11095.6,11009.2,11069.65,340469462,19939.54
405,29-Jan-2018,11079.35,11171.55,11075.95,11130.4,249220726,16118.36
406,30-Jan-2018,11120.85,11121.1,11033.9,11049.65,234969503,13232.19
407,31-Jan-2018,11018.8,11058.5,10979.3,11027.7,253462573,14459.69
408,01-Feb-2018,11044.55,11117.35,10878.8,11016.9,315743486,17719.4
409,02-Feb-2018,10938.2,10954.95,10736.1,10760.6,291431992,16542.51
410,05-Feb-2018,10604.3,10702.75,10586.8,10666.55,247479157,13980.63
411,06-Feb-2018,10295.15,10594.15,10276.3,10498.25,274656443,15606.34
412,07-Feb-2018,10607.2,10614.0,10446.4,10476.7,258095424,13971.66
413,08-Feb-2018,10518.5,10637.8,10479.55,10576.85,239407938,12569.23
414,09-Feb-2018,10416.5,10480.2,10398.2,10454.95,197502912,10602.15
415,12-Feb-2018,10518.2,10555.5,10485.4,10539.75,224114801,11133.78
416,14-Feb-2018,10585.75,10590.55,10456.65,10500.9,236329440,12188.94
417,15-Feb-2018,10537.9,10618.1,10511.05,10545.5,217090245,11035.38
418,16-Feb-2018,10596.2,10612.9,10434.05,10452.3,190043189,10026.71
419,19-Feb-2018,10488.9,10489.35,10302.75,10378.4,193087737,9871.36
420,20-Feb-2018,10391.0,10429.35,10347.65,10360.4,193464871,9619.95
421,21-Feb-2018,10426.0,10426.1,10349.6,10397.45,241331542,12996.36
422,22-Feb-2018,10354.35,10397.55,10340.65,10382.7,323259078,17711.46
423,23-Feb-2018,10408.1,10499.1,10396.65,10491.05,217134363,12704.32
424,26-Feb-2018,10526.55,10592.95,10520.2,10582.6,177238616,10274.89
425,27-Feb-2018,10615.2,10631.65,10537.25,10554.3,193250158,10276.42
426,28-Feb-2018,10488.95,10535.5,10461.55,10492.85,294794221,16299.11
427,01-Mar-2018,10479.95,10525.5,10447.15,10458.35,181378504,10179.48
428,05-Mar-2018,10428.3,10428.7,10323.9,10358.85,199975720,10673.92
429,06-Mar-2018,10420.5,10441.35,10215.9,10249.25,229782297,12143.95
430,07-Mar-2018,10232.95,10243.35,10141.55,10154.2,257200599,12128.88
431,08-Mar-2018,10216.25,10270.35,10146.4,10242.65,233377712,11479.51
432,09-Mar-2018,10271.3,10296.7,10211.9,10226.85,192333334,9874.81
433,12-Mar-2018,10301.6,10433.65,10295.45,10421.4,223135459,10968.95
434,13-Mar-2018,10389.5,10478.6,10377.85,10426.85,274852794,23965.25
435,14-Mar-2018,10393.05,10420.35,10336.3,10410.9,186991169,9564.68
436,15-Mar-2018,10405.45,10420.0,10346.2,10360.15,179308593,8588.01
437,16-Mar-2018,10345.15,10346.3,10180.25,10195.15,338702439,18811.97
438,19-Mar-2018,10215.35,10224.55,10075.3,10094.25,216670033,11111.43
439,20-Mar-2018,10051.55,10155.65,10049.1,10124.35,209327593,10947.12
440,21-Mar-2018,10181.95,10227.3,10132.95,10155.25,211060429,11269.73
441,22-Mar-2018,10167.5,10207.85,10105.4,10114.75,237632983,11558.88
442,23-Mar-2018,9968.8,10027.7,9951.9,9998.05,294515154,14435.17
443,26-Mar-2018,9989.15,10143.5,9958.55,10130.65,270665332,12695.47
444,27-Mar-2018,10188.0,10207.9,10139.65,10184.15,232713976,11175.79
445,28-Mar-2018,10143.6,10158.35,10096.9,10113.7,354977198,18807.48
446,02-Apr-2018,10151.65,10220.1,10127.75,10211.8,223135459,10968.95
447,03-Apr-2018,10186.85,10255.35,10171.05,10245.0,211652029,10167.12
448,04-Apr-2018,10274.6,10279.85,10111.3,10128.4,238182921,11861.79
449,05-Apr-2018,10228.45,10331.8,10227.45,10325.15,244116235,11674.92
450,06-Apr-2018,10322.75,10350.45,10290.85,10331.6,206355691,10131.74
451,09-Apr-2018,10333.7,10397.7,10328.5,10379.35,228512954,10714.13
452,10-Apr-2018,10412.9,10424.85,10381.5,10402.25,259523888,11905.12
453,11-Apr-2018,10428.15,10428.15,10355.6,10417.15,258077363,11790.58
454,12-Apr-2018,10410.65,10469.9,10395.25,10458.65,246027888,12249.66
455,13-Apr-2018,10495.3,10519.9,10451.45,10480.6,219724716,12354.55
456,16-Apr-2018,10398.3,10540.15,10396.35,10528.35,200950876,11242.05
457,17-Apr-2018,10557.3,10560.45,10495.65,10548.7,212449535,10501.71
458,18-Apr-2018,10578.9,10594.2,10509.7,10526.2,211823044,9888.65
459,19-Apr-2018,10563.65,10572.2,10546.2,10565.3,270740891,12559.11
460,20-Apr-2018,10560.35,10582.35,10527.45,10564.05,252227268,15372.66
461,23-Apr-2018,10592.8,10638.35,10514.95,10584.7,200203196,13642.67
462,24-Apr-2018,10578.1,10636.8,10569.0,10614.35,225972673,12281.53
463,25-Apr-2018,10612.4,10612.6,10536.45,10570.55,195129613,11125.11
464,26-Apr-2018,10586.5,10628.4,10559.65,10617.8,345536167,19200.41
465,27-Apr-2018,10651.65,10719.8,10647.55,10692.3,306671172,16886.89
466,30-Apr-2018,10705.75,10759.0,10704.6,10739.35,179163468,10412.57
467,02-May-2018,10783.85,10784.65,10689.8,10718.05,236757172,14820.58
468,03-May-2018,10720.15,10720.6,10647.45,10679.65,190869804,11018.21
469,04-May-2018,10700.45,10700.45,10601.6,10618.25,192296041,9721.56
470,07-May-2018,10653.15,10725.65,10635.65,10715.5,173620240,9239.44
471,08-May-2018,10757.9,10758.55,10689.4,10717.8,278118616,12783.49
472,09-May-2018,10693.35,10766.25,10689.85,10741.7,222115640,10390.92
473,10-May-2018,10779.65,10785.55,10705.0,10716.55,197988475,10526.38
474,11-May-2018,10741.95,10812.05,10724.45,10806.5,209392114,10432.43
475,14-May-2018,10815.15,10834.85,10774.75,10806.6,176697512,9075.44
476,15-May-2018,10812.6,10929.2,10781.4,10801.85,262202312,13582.7
477,16-May-2018,10751.95,10790.45,10699.7,10741.1,238221884,11359.48
478,17-May-2018,10775.6,10777.25,10664.5,10682.7,220738923,12506.3
479,18-May-2018,10671.85,10674.95,10589.1,10596.4,229908939,13908.47
480,21-May-2018,10616.7,10621.7,10505.8,10516.7,197294184,11346.13
481,22-May-2018,10518.45,10558.6,10490.55,10536.7,249236637,12017.36
482,23-May-2018,10521.1,10533.55,10417.8,10430.35,299919120,13456.6
483,24-May-2018,10464.85,10535.15,10419.8,10513.85,306792497,12914.16
484,25-May-2018,10533.05,10628.05,10524.0,10605.15,268914888,12431.16
485,28-May-2018,10648.35,10709.8,10640.55,10688.65,239786001,11764.35
486,29-May-2018,10689.4,10717.25,10616.1,10633.3,232761575,11817.39
487,30-May-2018,10579.0,10648.7,10558.45,10614.35,246124259,12224.76
488,31-May-2018,10670.1,10763.8,10620.4,10736.15,629198569,29479.77
489,01-Jun-2018,10738.45,10764.75,10681.5,10696.2,227355567,12965.01
490,04-Jun-2018,10765.95,10770.3,10618.35,10628.5,210148313,14120.49
491,05-Jun-2018,10630.7,10633.15,10550.9,10593.15,172898027,10027.54
492,06-Jun-2018,10603.45,10698.35,10587.5,10684.65,195761429,9920.75
493,07-Jun-2018,10722.6,10818.0,10722.6,10768.35,227663151,11315.24
494,08-Jun-2018,10736.4,10779.45,10709.05,10767.65,215942528,12360.88
495,11-Jun-2018,10781.85,10850.55,10777.05,10786.95,217849903,11384.97
496,12-Jun-2018,10816.15,10856.55,10789.4,10842.85,204419184,11989.07
497,13-Jun-2018,10887.5,10893.25,10842.65,10856.7,220003032,12982.8
498,14-Jun-2018,10832.9,10833.7,10773.55,10808.05,190031664,11659.79
499,15-Jun-2018,10808.65,10834.0,10755.4,10817.7,314764425,19271.43
500,18-Jun-2018,10830.2,10830.2,10787.35,10799.85,202727202,11182.48
501,19-Jun-2018,10789.45,10789.45,10701.2,10710.45,231382790,12290.16
502,20-Jun-2018,10734.65,10781.8,10724.05,10772.05,199467082,10858.35
503,21-Jun-2018,10808.45,10809.6,10725.9,10741.1,230507383,12211.18
504,22-Jun-2018,10742.7,10837.0,10710.45,10821.85,236898415,13520.01
505,25-Jun-2018,10822.9,10831.05,10753.05,10762.45,236693278,12012.41
506,26-Jun-2018,10742.7,10805.25,10732.55,10769.15,226846382,12113.53
507,27-Jun-2018,10785.5,10785.5,10652.4,10671.4,253620792,13837.03
508,28-Jun-2018,10660.8,10674.2,10557.7,10589.1,363157327,20187.98
509,29-Jun-2018,10612.85,10723.05,10612.35,10714.3,250327878,14440.17
510,02-Jul-2018,10732.35,10736.15,10604.65,10657.3,304536687,13591.3
511,03-Jul-2018,10668.6,10713.3,10630.25,10699.9,208371545,10896.89
512,04-Jul-2018,10715.0,10777.15,10677.75,10769.9,179268271,10388.69
513,05-Jul-2018,10786.05,10786.05,10726.25,10749.75,227267176,13676.58
514,06-Jul-2018,10744.15,10816.35,10735.05,10772.65,256547706,14006.48
515,09-Jul-2018,10838.3,10860.35,10807.15,10852.9,189331016,10843.92
516,10-Jul-2018,10902.75,10956.9,10876.65,10947.25,203061980,12834.85
517,11-Jul-2018,10956.4,10976.65,10923.0,10948.3,229211999,15944.45
518,12-Jul-2018,11006.95,11078.3,10999.65,11023.2,256034815,15787.28
519,13-Jul-2018,11056.9,11071.35,10999.75,11018.9,241670818,14744.56
520,16-Jul-2018,11018.95,11019.5,10926.25,10936.85,216971413,13709.57
521,17-Jul-2018,10939.65,11018.5,10925.6,11008.05,217107580,12649.4
522,18-Jul-2018,11060.2,11076.2,10956.3,10980.45,232502459,13320.2
523,19-Jul-2018,10999.5,11006.5,10935.45,10957.1,222056399,12199.98
524,20-Jul-2018,10963.5,11030.25,10946.2,11010.2,193144113,14105.94
525,23-Jul-2018,11019.85,11093.4,11010.95,11084.75,236153085,14932.51
526,24-Jul-2018,11109.0,11143.4,11092.5,11134.3,212247395,13931.15
527,25-Jul-2018,11148.4,11157.15,11113.25,11132.0,212333169,12528.8
528,26-Jul-2018,11132.95,11185.85,11125.7,11167.3,376657398,21595.33
529,27-Jul-2018,11232.75,11283.4,11210.25,11278.35,324343457,15203.09
530,30-Jul-2018,11296.65,11328.1,11261.45,11319.55,287435926,14716.66
531,31-Jul-2018,11311.05,11366.0,11267.75,11356.5,264430889,15297.4
532,01-Aug-2018,11359.8,11390.55,11313.55,11346.2,278012697,14436.12
533,02-Aug-2018,11328.9,11328.9,11234.95,11244.7,216533127,12267.66
534,03-Aug-2018,11297.8,11368.0,11294.55,11360.8,225146360,12984.66
535,06-Aug-2018,11401.5,11427.65,11370.6,11387.1,210002582,11321.55
536,07-Aug-2018,11423.15,11428.95,11359.7,11389.45,233409612,12457.71
537,08-Aug-2018,11412.5,11459.95,11379.3,11450.0,217047641,12422.62
538,09-Aug-2018,11493.25,11495.2,11454.1,11470.7,311521403,15842.76
539,10-Aug-2018,11474.95,11478.75,11419.65,11429.5,336424182,15738.26
540,13-Aug-2018,11369.6,11406.3,11340.3,11355.75,254466760,12899.22
541,14-Aug-2018,11381.7,11452.45,11370.8,11435.1,239841680,13935.35
542,16-Aug-2018,11397.15,11449.85,11366.25,11385.05,299610298,17081.62
543,17-Aug-2018,11437.15,11486.45,11431.8,11470.75,241985503,13275.31
544,20-Aug-2018,11502.1,11565.3,11499.65,11551.75,239843358,14119.93
545,21-Aug-2018,11576.2,11581.75,11539.6,11570.9,231063669,13528.83
546,23-Aug-2018,11620.7,11620.7,11546.7,11582.75,256163842,16117.77
547,24-Aug-2018,11566.6,11604.6,11532.0,11557.1,225604574,13019.55
548,27-Aug-2018,11605.85,11700.95,11595.6,11691.95,205689327,11707.5
549,28-Aug-2018,11731.95,11760.2,11710.5,11738.5,249420312,13946.7
550,29-Aug-2018,11744.95,11753.2,11678.85,11691.9,259351550,14324.65
551,30-Aug-2018,11694.75,11698.8,11639.7,11676.8,323450305,18275.54
552,31-Aug-2018,11675.85,11727.65,11640.1,11680.5,357230312,20755.73
553,03-Sep-2018,11751.8,11751.8,11567.4,11582.35,241726864,16139.58
554,04-Sep-2018,11598.75,11602.55,11496.85,11520.3,262701030,16254.78
555,05-Sep-2018,11514.85,11542.65,11393.85,11476.95,253689858,15078.23
556,06-Sep-2018,11514.15,11562.25,11436.05,11536.9,255558129,15161.0
557,07-Sep-2018,11558.25,11603.0,11484.4,11589.1,305029077,16441.02
558,10-Sep-2018,11570.25,11573.0,11427.3,11438.1,295597988,16513.89
559,11-Sep-2018,11476.85,11479.4,11274.0,11287.5,318093125,18745.54
560,12-Sep-2018,11340.1,11380.75,11250.2,11369.9,276509748,15567.9
561,14-Sep-2018,11443.5,11523.25,11430.55,11515.2,285218296,16423.36
562,17-Sep-2018,11464.95,11464.95,11366.9,11377.75,207620518,11294.84
563,18-Sep-2018,11381.55,11411.45,11268.95,11278.9,248298794,13814.11
564,19-Sep-2018,11326.65,11332.05,11210.9,11234.35,258424384,15116.69
565,21-Sep-2018,11271.3,11346.8,10866.45,11143.1,741153209,35131.19
566,24-Sep-2018,11164.4,11170.15,10943.6,10967.4,398815949,23023.34
567,25-Sep-2018,10969.95,11080.6,10882.85,11067.45,417548830,22878.57
568,26-Sep-2018,11145.55,11145.55,10993.05,11053.8,351041146,17803.68
569,27-Sep-2018,11079.8,11089.45,10953.35,10977.55,418210067,22582.86
570,28-Sep-2018,11008.1,11034.1,10850.3,10930.45,492894147,23227.86
571,01-Oct-2018,10930.9,11035.65,10821.55,11008.3,398987274,20391.72
572,03-Oct-2018,10982.7,10989.05,10843.75,10858.25,398756507,21225.59
573,04-Oct-2018,10754.7,10754.7,10547.25,10599.25,438202008,23711.57
574,05-Oct-2018,10514.1,10540.65,10261.9,10316.45,625153832,25254.21
575,08-Oct-2018,10310.15,10398.35,10198.4,10348.05,470279031,22130.94
576,09-Oct-2018,10390.3,10397.6,10279.35,10301.05,443795275,18285.41
577,10-Oct-2018,10331.85,10482.35,10318.25,10460.1,373844130,19592.59
578,11-Oct-2018,10169.8,10335.95,10138.6,10234.65,498509417,21907.13
579,12-Oct-2018,10331.55,10492.45,10322.15,10472.5,354056762,18606.04
580,15-Oct-2018,10524.2,10526.3,10410.15,10512.5,267517728,14372.15
581,16-Oct-2018,10550.15,10604.9,10525.3,10584.75,273444095,15453.03
582,17-Oct-2018,10688.7,10710.15,10436.45,10453.05,293586908,17173.14
583,19-Oct-2018,10339.7,10380.1,10249.6,10303.55,368552204,20505.66
584,22-Oct-2018,10405.85,10408.55,10224.0,10245.25,306472776,17241.94
585,23-Oct-2018,10152.6,10222.1,10102.35,10146.8,312042090,18114.71
586,24-Oct-2018,10278.15,10290.65,10126.7,10224.75,362272428,19413.24
587,25-Oct-2018,10135.05,10166.6,10079.3,10124.9,522421914,23503.76
588,26-Oct-2018,10122.35,10128.85,10004.55,10030.0,375563273,16120.14
589,29-Oct-2018,10078.1,10275.3,10020.35,10250.85,375749433,17514.85
590,30-Oct-2018,10239.4,10285.1,10175.35,10198.4,298753965,14789.51
591,31-Oct-2018,10209.55,10396.0,10105.1,10386.6,386618948,21513.85
592,01-Nov-2018,10441.7,10441.9,10341.9,10380.45,359340403,18111.88
593,02-Nov-2018,10462.3,10606.95,10457.7,10553.0,434175607,21758.8
594,05-Nov-2018,10558.75,10558.8,10477.0,10524.0,311176379,14761.17
595,06-Nov-2018,10552.0,10600.25,10491.45,10530.0,309878810,14006.19
596,07-Nov-2018,10614.45,10616.45,10582.3,10598.4,32194181,1534.08
597,09-Nov-2018,10614.7,10619.55,10544.85,10585.2,305817331,15294.83
598,12-Nov-2018,10607.8,10645.5,10464.05,10482.2,267710127,13445.33
599,13-Nov-2018,10451.9,10596.25,10440.55,10582.5,262541595,13078.98
600,14-Nov-2018,10634.9,10651.6,10532.7,10576.3,396373781,19374.89
601,15-Nov-2018,10580.6,10646.5,10557.5,10616.7,306011926,14937.67
602,16-Nov-2018,10644.0,10695.15,10631.15,10682.2,353384918,16728.88
603,19-Nov-2018,10731.25,10774.7,10688.8,10763.4,280522364,13540.9
604,20-Nov-2018,10740.1,10740.85,10640.85,10656.2,304322623,13077.24
605,21-Nov-2018,10670.95,10671.3,10562.35,10600.05,310191008,15382.32
606,22-Nov-2018,10612.65,10646.25,10512.0,10526.75,246926671,12254.36
607,26-Nov-2018,10568.3,10637.8,10489.75,10628.6,332863041,15927.25
608,27-Nov-2018,10621.45,10695.15,10596.35,10685.6,382834178,17296.28
609,28-Nov-2018,10708.75,10757.8,10699.85,10728.85,437627174,17737.28
610,29-Nov-2018,10808.7,10883.05,10782.35,10858.7,712650890,26283.43
611,30-Nov-2018,10892.1,10922.45,10835.1,10876.75,467857329,19964.33
612,03-Dec-2018,10930.7,10941.2,10845.35,10883.75,422358631,18484.91
613,04-Dec-2018,10877.1,10890.95,10833.35,10869.5,332137359,15857.16
614,05-Dec-2018,10820.45,10821.05,10747.95,10782.9,322019985,15176.26
615,06-Dec-2018,10718.15,10722.65,10588.25,10601.15,328275196,16488.87
616,07-Dec-2018,10644.8,10704.55,10599.35,10693.7,335849636,18597.83
617,10-Dec-2018,10508.7,10558.85,10474.95,10488.45,393097292,16524.36
618,11-Dec-2018,10350.05,10567.15,10333.85,10549.15,438699334,20112.91
619,12-Dec-2018,10591.0,10752.2,10560.8,10737.6,371697496,17447.45
620,13-Dec-2018,10810.75,10838.6,10749.5,10791.55,387810061,17582.8
621,14-Dec-2018,10784.5,10815.75,10752.1,10805.45,350579275,14486.1
622,17-Dec-2018,10853.2,10900.35,10844.85,10888.35,306145514,12528.59
623,18-Dec-2018,10850.9,10915.4,10819.1,10908.7,294942271,13556.45
624,19-Dec-2018,10930.55,10985.15,10928.0,10967.3,321801803,17172.64
625,20-Dec-2018,10885.2,10962.55,10880.05,10951.7,328802751,14945.94
626,21-Dec-2018,10944.25,10963.65,10738.65,10754.0,389235107,18663.85
627,24-Dec-2018,10780.9,10782.3,10649.25,10663.5,230291344,10695.6
628,26-Dec-2018,10635.45,10747.5,10534.55,10729.85,271942701,12831.99
629,27-Dec-2018,10817.9,10834.2,10764.45,10779.8,470160392,19119.88
630,28-Dec-2018,10820.95,10893.6,10817.15,10859.9,253086507,12615.01
631,31-Dec-2018,10913.2,10923.55,10853.2,10862.55,186494657,10176.13
632,01-Jan-2019,10881.7,10923.6,10807.1,10910.1,159404542,8688.26
633,02-Jan-2019,10868.85,10895.35,10735.05,10792.5,309665939,15352.25
634,03-Jan-2019,10796.8,10814.05,10661.25,10672.25,286241745,15030.45
635,04-Jan-2019,10699.7,10741.05,10628.65,10727.35,296596655,14516.74
636,07-Jan-2019,10804.85,10835.95,10750.15,10771.8,269371080,12731.29
637,08-Jan-2019,10786.25,10818.45,10733.25,10802.15,277697672,13433.48
638,09-Jan-2019,10862.4,10870.4,10749.4,10855.15,333010535,16213.3
639,10-Jan-2019,10859.35,10859.35,10801.8,10821.6,254365477,12031.26
640,11-Jan-2019,10834.75,10850.15,10739.4,10794.95,260792200,13084.6
641,14-Jan-2019,10807.0,10808.0,10692.35,10737.6,298774178,12732.57
642,15-Jan-2019,10777.55,10896.95,10777.55,10886.8,310737078,14879.91
643,16-Jan-2019,10899.65,10928.15,10876.9,10890.3,276539042,13081.63
644,17-Jan-2019,10920.85,10930.65,10844.65,10905.2,271676319,13215.83
645,18-Jan-2019,10914.85,10928.2,10852.2,10906.95,323814108,16408.83
646,21-Jan-2019,10919.35,10987.45,10885.75,10961.85,288829125,17289.7
647,22-Jan-2019,10949.8,10949.8,10864.15,10922.75,300768112,17483.62
648,23-Jan-2019,10931.05,10944.8,10811.95,10831.5,298876314,14736.91
649,24-Jan-2019,10844.05,10866.6,10798.65,10849.8,361082096,15298.48
650,25-Jan-2019,10859.75,10931.7,10756.45,10780.55,463444758,20542.36
651,28-Jan-2019,10792.45,10804.45,10630.95,10661.55,419682627,21144.33
652,29-Jan-2019,10653.7,10690.35,10583.65,10652.2,356908994,18832.06
653,30-Jan-2019,10702.25,10710.2,10612.85,10651.8,410107910,21214.81
654,31-Jan-2019,10690.55,10838.05,10678.55,10830.95,604818027,27471.18
655,01-Feb-2019,10851.35,10983.45,10813.45,10893.65,482272661,23112.37
656,04-Feb-2019,10876.75,10927.9,10814.15,10912.25,318300039,15478.81
657,05-Feb-2019,10908.65,10956.7,10886.7,10934.35,268095127,13435.13
658,06-Feb-2019,10965.1,11072.6,10962.7,11062.45,298510497,15172.85
659,07-Feb-2019,11070.45,11118.1,11043.6,11069.4,263544426,13542.69
660,08-Feb-2019,11023.5,11041.2,10925.45,10943.6,352787419,15507.05
661,11-Feb-2019,10930.9,10930.9,10857.1,10888.8,285985383,13818.92
662,12-Feb-2019,10879.7,10910.9,10823.8,10831.4,292314643,14424.78
663,13-Feb-2019,10870.55,10891.65,10772.1,10793.65,321958549,15360.98
664,14-Feb-2019,10786.1,10792.7,10718.75,10746.05,627041405,20797.41
665,15-Feb-2019,10780.25,10785.75,10620.4,10724.4,521876968,20733.95
666,18-Feb-2019,10738.65,10759.9,10628.4,10640.95,345440240,14903.19
667,19-Feb-2019,10636.7,10722.85,10585.65,10604.35,291507060,13765.01
668,20-Feb-2019,10655.45,10752.7,10646.4,10735.45,289195306,13209.71
669,21-Feb-2019,10744.1,10808.85,10721.5,10789.85,279584955,14758.5
670,22-Feb-2019,10782.7,10801.55,10758.4,10791.65,396846597,24386.42
671,25-Feb-2019,10813.25,10887.1,10788.05,10880.1,385905142,16466.09
672,26-Feb-2019,10775.3,10888.75,10729.3,10835.3,414954476,19186.75
673,27-Feb-2019,10881.2,10939.7,10751.2,10806.65,381080073,18313.85
674,28-Feb-2019,10865.7,10865.7,10784.85,10792.5,644159018,27123.34
675,01-Mar-2019,10842.65,10877.9,10823.1,10863.5,308526309,15010.06
676,05-Mar-2019,10864.85,10994.9,10817.0,10987.45,373220239,17960.03
677,06-Mar-2019,11024.85,11062.3,10998.85,11053.0,372550850,17850.93
678,07-Mar-2019,11077.95,11089.05,11027.1,11058.2,321208766,15321.68
679,08-Mar-2019,11038.85,11049.0,11008.95,11035.4,326569833,14369.77
680,11-Mar-2019,11068.75,11180.9,11059.85,11168.05,352242287,17349.95
681,12-Mar-2019,11231.35,11320.4,11227.0,11301.2,391310519,20861.35
682,13-Mar-2019,11326.2,11352.3,11276.6,11341.7,382996187,20851.67
683,14-Mar-2019,11382.5,11383.45,11313.75,11343.25,294480678,15661.05
684,15-Mar-2019,11376.85,11487.0,11370.8,11426.85,463704896,25143.26
685,18-Mar-2019,11473.85,11530.15,11412.5,11462.2,320250041,16942.22
686,19-Mar-2019,11500.3,11543.85,11451.25,11532.4,326099667,16179.92
687,20-Mar-2019,11553.35,11556.1,11503.1,11521.05,366298049,18311.44
688,22-Mar-2019,11549.2,11572.8,11434.55,11456.9,386193935,19755.74
689,25-Mar-2019,11395.65,11395.65,11311.6,11354.25,294459196,14101.14
690,26-Mar-2019,11375.2,11496.75,11352.45,11483.25,282575496,14611.68
691,27-Mar-2019,11531.45,11546.2,11413.0,11445.05,350446089,18356.52
692,28-Mar-2019,11463.65,11588.5,11452.45,11570.0,527678809,25719.65
693,29-Mar-2019,11625.45,11630.35,11570.15,11623.9,416276981,20515.25
694,01-Apr-2019,11665.2,11738.1,11644.75,11669.15,379572660,18977.99
695,02-Apr-2019,11711.55,11729.35,11655.85,11713.2,386131413,18673.7
