Unnamed: 0,Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
696,03-Apr-2019,11735.3,11761.0,11629.15,11643.95,365760070,19050.95
697,04-Apr-2019,11660.2,11662.55,11559.2,11598.0,349029830,19713.01
698,05-Apr-2019,11638.4,11689.65,11609.5,11665.95,266665797,15000.35
699,08-Apr-2019,11704.35,11710.3,11549.1,11604.5,260932608,14203.96
700,09-Apr-2019,11612.05,11683.9,11569.7,11671.95,300467538,15984.39
701,10-Apr-2019,11646.85,11680.05,11571.75,11584.3,359941110,22258.46
702,11-Apr-2019,11592.55,11606.7,11550.55,11596.7,279775726,14332.2
703,12-Apr-2019,11612.85,11657.35,11578.8,11643.45,246006184,13598.61
704,15-Apr-2019,11667.0,11704.6,11648.25,11690.35,289996075,15635.79
705,16-Apr-2019,11736.2,11810.95,11731.55,11787.15,354315040,17585.48
706,18-Apr-2019,11856.15,11856.15,11738.5,11752.8,339653709,18271.27
707,22-Apr-2019,11727.05,11727.05,11583.95,11594.45,260356055,13754.12
708,23-Apr-2019,11612.95,11645.95,11564.8,11575.95,272544486,14500.53
709,24-Apr-2019,11601.5,11740.85,11578.85,11726.15,335196513,17046.66
710,25-Apr-2019,11735.7,11796.75,11624.3,11641.8,604360395,28254.3
711,26-Apr-2019,11683.75,11762.9,11661.75,11754.65,333483764,18098.83
712,30-Apr-2019,11748.75,11756.25,11655.9,11748.15,532630874,23324.98
713,02-May-2019,11725.55,11789.3,11699.55,11724.75,380278045,17790.06
714,03-May-2019,11722.6,11770.9,11699.35,11712.25,305519934,15156.32
715,06-May-2019,11605.8,11632.55,11571.35,11598.25,299046480,14703.42
716,07-May-2019,11651.5,11657.05,11484.45,11497.9,337495624,16632.84
717,08-May-2019,11478.7,11479.1,11346.95,11359.45,372826025,17440.01
718,09-May-2019,11322.4,11357.6,11255.05,11301.8,373028059,17602.86
719,10-May-2019,11314.15,11345.8,11251.05,11278.9,387323416,18085.19
720,13-May-2019,11258.7,11300.2,11125.6,11148.2,357586433,16722.91
721,14-May-2019,11151.65,11294.75,11108.3,11222.05,398122725,19906.38
722,15-May-2019,11271.7,11286.8,11136.95,11157.0,414174258,17931.75
723,16-May-2019,11180.35,11281.55,11143.35,11257.1,350734572,15629.57
724,17-May-2019,11261.9,11426.15,11259.85,11407.15,412109200,20177.63
725,20-May-2019,11651.9,11845.2,11591.7,11828.25,452096261,25223.78
726,21-May-2019,11863.65,11883.55,11682.8,11709.1,381038129,20324.67
727,22-May-2019,11727.95,11784.8,11682.4,11737.9,355870667,19582.41
728,23-May-2019,11901.3,12041.15,11614.5,11657.05,569030654,31180.08
729,24-May-2019,11748.0,11859.0,11658.1,11844.1,374637415,20028.49
730,27-May-2019,11855.5,11957.15,11812.4,11924.75,348356214,17735.36
731,28-May-2019,11958.35,11958.55,11864.9,11928.75,598308334,28833.54
732,29-May-2019,11905.8,11931.9,11836.8,11861.1,318068673,15985.92
733,30-May-2019,11865.3,11968.55,11859.4,11945.9,421199867,20261.85
734,31-May-2019,11999.8,12039.25,11829.45,11922.8,438879129,22789.0
735,03-Jun-2019,11953.75,12103.05,11920.1,12088.55,315296955,17451.36
736,04-Jun-2019,12052.65,12095.2,12005.85,12021.65,289221904,15308.28
737,06-Jun-2019,12039.8,12039.8,11830.25,11843.75,415206942,21144.77
738,07-Jun-2019,11865.2,11897.5,11769.5,11870.65,302455910,14939.4
739,10-Jun-2019,11934.9,11975.05,11871.75,11922.7,303329445,13125.41
740,11-Jun-2019,11959.85,12000.35,11904.35,11965.6,332181958,15392.28
741,12-Jun-2019,11962.45,11962.45,11866.35,11906.2,283718253,14120.17
742,13-Jun-2019,11873.9,11931.35,11817.05,11914.05,447901993,18680.91
743,14-Jun-2019,11910.1,11911.85,11797.7,11823.3,390294634,16226.57
744,17-Jun-2019,11844.0,11844.05,11657.75,11672.15,295528399,13851.67
745,18-Jun-2019,11677.05,11727.2,11641.15,11691.5,365525622,16120.69
746,19-Jun-2019,11744.45,11802.5,11625.1,11691.45,446933027,18722.71
747,20-Jun-2019,11653.65,11843.5,11635.05,11831.75,442016954,18839.11
748,21-Jun-2019,11827.6,11827.95,11705.1,11724.1,468430388,23346.13
749,24-Jun-2019,11725.8,11754.0,11670.2,11699.65,277620788,12631.38
750,25-Jun-2019,11681.0,11814.4,11651.0,11796.45,300476353,13822.83
751,26-Jun-2019,11768.15,11871.85,11757.55,11847.55,327885018,14650.89
752,27-Jun-2019,11860.85,11911.15,11821.05,11841.55,480169350,23300.3
753,28-Jun-2019,11861.15,11871.7,11775.5,11788.85,303888701,15191.9
754,01-Jul-2019,11839.9,11884.65,11830.8,11865.6,278415889,12874.96
755,02-Jul-2019,11890.3,11917.45,11814.7,11910.3,363197036,13615.94
756,03-Jul-2019,11932.15,11945.2,11887.05,11916.75,340527508,14290.33
757,04-Jul-2019,11928.8,11969.25,11923.65,11946.75,333595172,14758.87
758,05-Jul-2019,11964.75,11981.75,11797.9,11811.15,530720039,18871.99
759,08-Jul-2019,11770.4,11771.9,11523.3,11558.6,464029444,19146.25
760,09-Jul-2019,11531.6,11582.55,11461.0,11555.9,442520253,21577.95
761,10-Jul-2019,11536.15,11593.7,11475.65,11498.9,337571014,16098.53
762,11-Jul-2019,11561.45,11599.0,11519.5,11582.9,317257578,14586.2
763,12-Jul-2019,11601.15,11639.55,11538.6,11552.5,359421182,16947.57
764,15-Jul-2019,11614.75,11618.4,11532.3,11588.35,368788782,15835.99
765,16-Jul-2019,11596.65,11670.05,11573.95,11662.6,480156167,15967.91
766,17-Jul-2019,11670.75,11706.65,11651.15,11687.5,464827734,15250.5
767,18-Jul-2019,11675.6,11677.15,11582.4,11596.9,498258158,16684.03
768,19-Jul-2019,11627.95,11640.35,11399.3,11419.25,446049198,17326.4
769,22-Jul-2019,11392.85,11398.15,11301.25,11346.2,516044335,19304.23
770,23-Jul-2019,11372.25,11398.15,11302.8,11331.05,458931191,19199.32
771,24-Jul-2019,11322.45,11359.75,11229.8,11271.3,413202832,18353.13
772,25-Jul-2019,11290.4,11361.4,11239.35,11252.15,553676897,24329.21
773,26-Jul-2019,11247.45,11307.6,11210.05,11284.3,522670420,20350.38
774,29-Jul-2019,11307.5,11310.95,11152.4,11189.2,482862376,18705.92
775,30-Jul-2019,11213.7,11267.45,11072.65,11085.4,479059399,20545.71
776,31-Jul-2019,11034.05,11145.3,10999.4,11118.0,536694278,23681.22
777,01-Aug-2019,11060.2,11076.75,10881.0,10980.0,499918953,21048.32
778,02-Aug-2019,10930.3,11080.15,10848.95,10997.35,547416246,23972.04
779,05-Aug-2019,10895.8,10895.8,10782.6,10862.6,506556609,20824.1
780,06-Aug-2019,10815.4,11018.55,10813.8,10948.25,517891491,21676.4
781,07-Aug-2019,10958.1,10975.65,10835.9,10855.5,548465787,21228.28
782,08-Aug-2019,10899.2,11058.05,10842.95,11032.45,482471622,20667.6
783,09-Aug-2019,11087.9,11181.45,11062.8,11109.65,538063563,21092.05
784,13-Aug-2019,11139.4,11145.9,10901.6,10925.85,624634647,24790.67
785,14-Aug-2019,11003.25,11078.15,10935.6,11029.4,511541716,19712.81
786,16-Aug-2019,11043.65,11068.65,10924.3,11047.8,470909918,19281.91
787,19-Aug-2019,11094.8,11146.9,11037.85,11053.9,369493161,14120.35
788,20-Aug-2019,11063.9,11076.3,10985.3,11017.0,444715679,16915.96
789,21-Aug-2019,11018.15,11034.2,10906.65,10918.7,557867906,16747.99
790,22-Aug-2019,10905.3,10908.25,10718.3,10741.35,668193449,18764.38
791,23-Aug-2019,10699.6,10862.55,10637.15,10829.35,667079625,20983.75
792,26-Aug-2019,11000.3,11070.3,10756.55,11057.85,684141923,22375.99
793,27-Aug-2019,11106.55,11141.75,11049.5,11105.35,685551267,27413.16
794,28-Aug-2019,11101.3,11129.65,10987.65,11046.1,549954696,16739.43
795,29-Aug-2019,10996.05,11021.1,10922.4,10948.3,649876160,20127.77
796,30-Aug-2019,10987.8,11042.6,10874.8,11023.25,628154431,21057.31
797,03-Sep-2019,10960.95,10967.5,10772.7,10797.9,483038985,16595.6
798,04-Sep-2019,10790.4,10858.75,10746.35,10844.65,508784352,19195.1
799,05-Sep-2019,10860.95,10920.1,10816.0,10847.9,595699267,18279.88
800,06-Sep-2019,10883.8,10957.05,10867.45,10946.2,497214445,18167.78
801,09-Sep-2019,10936.7,11028.85,10889.8,11003.05,412471067,14762.07
802,11-Sep-2019,11028.5,11054.8,11011.65,11035.7,687140326,19550.59
803,12-Sep-2019,11058.3,11081.75,10964.95,10982.8,551436050,17510.17
804,13-Sep-2019,10986.8,11084.45,10945.75,11075.9,624305151,18012.76
805,16-Sep-2019,10994.85,11052.7,10968.2,11003.5,434449776,15786.17
806,17-Sep-2019,11000.1,11000.1,10796.5,10817.6,482013044,17721.93
807,18-Sep-2019,10872.8,10885.15,10804.85,10840.65,519155072,16784.43
808,19-Sep-2019,10845.2,10845.2,10670.25,10704.8,642599183,16642.83
809,20-Sep-2019,10746.8,11381.9,10691.0,11274.2,1356767450,54081.53
810,23-Sep-2019,11542.7,11694.85,11471.35,11600.2,882826741,40005.01
811,24-Sep-2019,11590.7,11655.05,11539.2,11588.2,651722255,26930.07
812,25-Sep-2019,11564.85,11564.95,11416.1,11440.2,629054640,25266.24
813,26-Sep-2019,11469.85,11610.85,11466.35,11571.2,844465614,30707.84
814,27-Sep-2019,11556.35,11593.6,11499.75,11512.4,650017280,19036.94
815,30-Sep-2019,11491.15,11508.25,11390.8,11474.45,756848686,23748.07
816,01-Oct-2019,11515.4,11554.2,11247.9,11359.9,1305415159,28972.72
817,03-Oct-2019,11322.25,11370.4,11257.35,11314.0,1017479514,21658.38
818,04-Oct-2019,11388.45,11400.3,11158.35,11174.75,928524450,22470.76
819,07-Oct-2019,11196.2,11233.85,11112.65,11126.4,733198763,18641.37
820,09-Oct-2019,11152.95,11321.6,11090.15,11313.3,741148639,20961.54
821,10-Oct-2019,11280.5,11293.35,11208.55,11234.55,562017945,19234.31
822,11-Oct-2019,11257.7,11362.9,11189.4,11305.05,737795150,22511.39
823,14-Oct-2019,11335.9,11420.45,11290.05,11341.15,587579191,17499.48
824,15-Oct-2019,11360.85,11462.35,11342.1,11428.3,527396180,17041.55
825,16-Oct-2019,11464.95,11481.05,11411.1,11464.0,533468525,18266.06
826,17-Oct-2019,11466.3,11599.1,11439.65,11586.35,797572398,20839.2
827,18-Oct-2019,11580.3,11684.7,11553.15,11661.85,853440208,22315.99
828,22-Oct-2019,11657.15,11714.35,11573.65,11588.35,867601307,29726.27
829,23-Oct-2019,11596.2,11651.6,11554.4,11604.1,664159887,23397.69
830,24-Oct-2019,11661.65,11679.6,11534.65,11582.6,700481662,25177.46
831,25-Oct-2019,11646.15,11646.9,11490.75,11583.9,812027840,23611.51
832,27-Oct-2019,11662.25,11672.4,11604.6,11627.15,161779004,3548.21
833,29-Oct-2019,11643.95,11809.4,11627.35,11786.85,951722529,27054.87
834,30-Oct-2019,11883.9,11883.95,11784.45,11844.1,725219760,22672.18
835,31-Oct-2019,11890.45,11945.0,11855.1,11877.45,1414837250,31304.73
836,01-Nov-2019,11886.6,11918.3,11843.35,11890.6,855338495,24933.55
837,04-Nov-2019,11928.9,11989.15,11905.35,11941.3,823050457,23203.88
838,05-Nov-2019,11974.6,11978.95,11861.9,11917.2,631952071,20995.88
839,06-Nov-2019,11911.5,12002.9,11850.25,11966.05,603351290,23324.97
840,07-Nov-2019,12021.1,12021.4,11946.85,12012.05,562963817,20898.24
841,08-Nov-2019,11987.15,12034.15,11888.75,11908.15,789254360,22931.52
842,11-Nov-2019,11879.2,11932.65,11853.95,11913.45,548979515,16548.47
843,13-Nov-2019,11908.3,11946.8,11823.2,11840.45,659035969,20401.5
844,14-Nov-2019,11858.75,11895.65,11802.65,11872.1,559494025,19114.86
845,15-Nov-2019,11904.2,11973.65,11879.25,11895.45,580154179,22350.63
846,18-Nov-2019,11915.15,11946.2,11867.6,11884.5,514352437,17991.41
847,19-Nov-2019,11919.45,11958.85,11881.75,11940.1,613909679,21574.84
848,20-Nov-2019,12004.75,12038.6,11966.05,11999.1,646661147,24341.14
849,21-Nov-2019,12025.65,12028.2,11956.9,11968.4,557685781,21609.99
850,22-Nov-2019,11967.3,11968.1,11883.5,11914.4,486815185,19243.57
851,25-Nov-2019,11922.45,12084.5,11919.75,12073.75,534289467,19990.44
852,26-Nov-2019,12110.2,12132.45,12006.35,12037.7,1201335831,46030.62
853,27-Nov-2019,12068.5,12114.9,12055.15,12100.7,584226618,19937.4
854,28-Nov-2019,12132.1,12158.8,12099.95,12151.15,620479403,21229.58
855,29-Nov-2019,12146.2,12147.4,12017.4,12056.05,804430391,21838.04
856,02-Dec-2019,12137.05,12137.15,12023.7,12048.2,720945335,23113.18
857,03-Dec-2019,12067.65,12068.6,11956.4,11994.2,605789334,18203.76
858,04-Dec-2019,11969.95,12054.7,11935.3,12043.2,747193818,22132.83
859,05-Dec-2019,12071.25,12081.2,11998.75,12018.4,562228745,19589.81
860,06-Dec-2019,12047.35,12057.05,11888.85,11921.5,609221205,18245.49
861,09-Dec-2019,11939.1,11981.95,11888.05,11937.5,599115748,16672.87
862,10-Dec-2019,11950.5,11953.2,11844.7,11856.8,650219487,16514.63
863,11-Dec-2019,11867.35,11923.2,11832.3,11910.15,997655048,18760.57
864,12-Dec-2019,11944.3,12005.5,11934.0,11971.8,752617138,18401.22
865,13-Dec-2019,12026.4,12098.85,12023.6,12086.7,597712516,20626.8
866,16-Dec-2019,12131.35,12134.65,12046.3,12053.95,437703921,16110.34
867,17-Dec-2019,12082.45,12182.75,12070.35,12165.0,499585789,20968.79
868,18-Dec-2019,12197.0,12237.7,12163.45,12221.65,518854651,22341.06
869,19-Dec-2019,12223.4,12268.35,12191.15,12259.7,623049839,19761.9
870,20-Dec-2019,12266.45,12293.9,12252.75,12271.8,810676090,25750.24
871,23-Dec-2019,12235.45,12287.15,12213.25,12262.75,604782354,18078.23
872,24-Dec-2019,12269.25,12283.7,12202.1,12214.55,470290298,13864.56
873,26-Dec-2019,12211.85,12221.55,12118.85,12126.55,520326632,16362.31
874,27-Dec-2019,12172.9,12258.45,12157.9,12245.8,383788556,13676.2
875,30-Dec-2019,12274.9,12286.45,12213.8,12255.85,411084614,14556.73
876,31-Dec-2019,12247.1,12247.1,12151.8,12168.45,426931711,14812.89
877,01-Jan-2020,12202.15,12222.2,12165.3,12182.5,304078039,10445.68
878,02-Jan-2020,12198.55,12289.9,12195.25,12282.2,407697594,15256.55
879,03-Jan-2020,12261.1,12265.6,12191.35,12226.65,428770054,16827.27
880,06-Jan-2020,12170.6,12179.1,11974.2,11993.05,396501419,16869.22
881,07-Jan-2020,12079.1,12152.15,12005.35,12052.95,447818617,17797.68
882,08-Jan-2020,11939.1,12044.95,11929.6,12025.35,445991640,18281.15
883,09-Jan-2020,12153.15,12224.05,12132.55,12215.9,477469878,18456.64
884,10-Jan-2020,12271.0,12311.2,12213.2,12256.8,660627930,18818.62
885,13-Jan-2020,12296.7,12337.75,12285.8,12329.55,500968242,17522.13
886,14-Jan-2020,12333.1,12374.25,12308.7,12362.3,616260555,17948.92
887,15-Jan-2020,12349.4,12355.15,12278.75,12343.3,684352965,17882.51
888,16-Jan-2020,12347.1,12389.05,12315.8,12355.5,395670245,16004.06
889,17-Jan-2020,12328.4,12385.45,12321.4,12352.35,502060615,21397.63
890,20-Jan-2020,12430.5,12430.5,12216.9,12224.55,491609317,21415.43
891,21-Jan-2020,12195.3,12230.05,12162.3,12169.85,443976442,18682.65
892,22-Jan-2020,12218.35,12225.05,12087.9,12106.9,526294513,19758.68
893,23-Jan-2020,12123.75,12189.0,12094.1,12180.35,867653663,23829.39
894,24-Jan-2020,12174.55,12272.15,12149.65,12248.25,593237908,18032.27
895,27-Jan-2020,12197.1,12216.6,12107.0,12119.0,441158138,17988.61
896,28-Jan-2020,12148.1,12163.55,12024.5,12055.8,478484057,20917.62
897,29-Jan-2020,12114.9,12169.6,12103.8,12129.5,514362340,20646.18
898,30-Jan-2020,12147.75,12150.3,12010.6,12035.8,538138743,19372.67
899,31-Jan-2020,12100.4,12103.55,11945.85,11962.1,771278258,26044.91
900,01-Feb-2020,11939.0,12017.35,11633.3,11661.85,537634767,20598.12
901,03-Feb-2020,11627.45,11749.85,11614.5,11707.9,669815788,25415.26
902,04-Feb-2020,11786.25,11986.15,11783.4,11979.65,560430291,22338.5
903,05-Feb-2020,12005.85,12098.15,11953.35,12089.15,758032580,22998.05
904,06-Feb-2020,12120.0,12160.6,12084.65,12137.95,565116236,21735.92
905,07-Feb-2020,12151.15,12154.7,12073.95,12098.35,473475144,16339.61
906,10-Feb-2020,12102.35,12103.55,11990.75,12031.5,525674715,17185.14
907,11-Feb-2020,12108.4,12172.3,12099.0,12107.9,480491557,16209.52
908,12-Feb-2020,12151.0,12231.75,12144.3,12201.2,412399174,16598.33
909,13-Feb-2020,12219.55,12225.65,12139.8,12174.65,501510138,16315.27
910,14-Feb-2020,12190.15,12246.7,12091.2,12113.45,623053270,20759.51
911,17-Feb-2020,12131.8,12159.6,12037.0,12045.8,455412408,15439.55
912,18-Feb-2020,12028.25,12030.75,11908.05,11992.5,677307424,18853.0
913,19-Feb-2020,12090.6,12134.7,12042.1,12125.9,514030605,17610.89
914,20-Feb-2020,12119.0,12152.0,12071.45,12080.85,502875583,18831.51
915,24-Feb-2020,12012.55,12012.55,11813.4,11829.4,491224913,19421.04
916,25-Feb-2020,11877.5,11883.05,11779.9,11797.9,461349973,18510.82
917,26-Feb-2020,11738.55,11783.25,11639.6,11678.5,567990976,21887.07
918,27-Feb-2020,11661.25,11663.85,11536.7,11633.3,609266324,21623.47
919,28-Feb-2020,11382.0,11384.8,11175.05,11201.75,810523106,32297.15
920,02-Mar-2020,11387.35,11433.0,11036.25,11132.75,681148567,24204.55
921,03-Mar-2020,11217.55,11342.25,11152.55,11303.3,696919348,23281.2
922,04-Mar-2020,11351.35,11356.6,11082.15,11251.0,798021596,26928.46
923,05-Mar-2020,11306.05,11389.5,11244.6,11269.0,1353209029,26980.65
924,06-Mar-2020,10942.65,11035.1,10827.4,10989.45,1811564187,26455.29
925,09-Mar-2020,10742.05,10751.55,10294.45,10451.45,1566119057,35151.79
926,11-Mar-2020,10334.3,10545.1,10334.0,10458.4,1219079693,32548.47
927,12-Mar-2020,10039.95,10040.75,9508.0,9590.15,1344263317,39283.97
928,13-Mar-2020,9107.6,10159.4,8555.15,9955.2,1389061775,44167.89
929,16-Mar-2020,9587.8,9602.2,9165.1,9197.4,898523271,29181.8
930,17-Mar-2020,9285.4,9403.8,8915.6,8967.05,936185892,28004.16
931,18-Mar-2020,9088.45,9127.55,8407.05,8468.8,1517275761,39256.71
932,19-Mar-2020,8063.3,8575.45,7832.55,8263.45,926508824,34274.23
933,20-Mar-2020,8284.45,8883.0,8178.2,8745.45,1072263600,37321.25
934,23-Mar-2020,7945.7,8159.25,7583.6,7610.25,654151814,23891.9
935,24-Mar-2020,7848.3,8036.95,7511.1,7801.05,739354439,28282.09
936,25-Mar-2020,7735.15,8376.75,7714.75,8317.85,738114713,28482.01
937,26-Mar-2020,8451.0,8749.05,8304.9,8641.45,866534643,32228.31
938,27-Mar-2020,8949.1,9038.9,8522.9,8660.25,801923401,31336.86
939,30-Mar-2020,8385.95,8576.0,8244.0,8281.1,593953051,24724.44
940,31-Mar-2020,8529.35,8678.3,8358.0,8597.75,713390935,27401.3
941,01-Apr-2020,8584.1,8588.1,8198.35,8253.8,507509685,21307.3
942,03-Apr-2020,8356.55,8356.55,8055.8,8083.8,697752438,26561.18
943,07-Apr-2020,8446.3,8819.4,8360.95,8792.2,815245226,35206.69
944,08-Apr-2020,8688.9,9131.7,8653.9,8748.75,897562690,37641.68
945,09-Apr-2020,8973.05,9128.35,8904.55,9111.9,743036134,32907.82
946,13-Apr-2020,9103.95,9112.05,8912.4,8993.85,644468815,26749.06
947,15-Apr-2020,9196.4,9261.2,8874.1,8925.3,880159358,41878.64
948,16-Apr-2020,8851.25,9053.75,8821.9,8992.8,720116479,31318.29
949,17-Apr-2020,9323.45,9324.0,9091.35,9266.75,684910520,33334.73
950,20-Apr-2020,9390.2,9390.85,9230.8,9261.85,726364699,28620.91
951,21-Apr-2020,9016.95,9044.4,8909.4,8981.45,655122903,28273.89
952,22-Apr-2020,9026.75,9209.75,8946.25,9187.3,734383388,33981.82
953,23-Apr-2020,9232.35,9343.6,9170.15,9313.9,666650462,30270.55
954,24-Apr-2020,9163.9,9296.9,9141.3,9154.4,659439249,32859.05
955,27-Apr-2020,9259.7,9377.1,9250.35,9282.3,512793298,26696.54
956,28-Apr-2020,9389.8,9404.4,9260.0,9380.9,614548983,30091.41
957,29-Apr-2020,9408.6,9599.85,9392.35,9553.35,653026950,31673.23
958,30-Apr-2020,9753.5,9889.05,9731.5,9859.9,931173802,39332.46
959,04-May-2020,9533.5,9533.5,9266.95,9293.5,687487134,29785.95
960,05-May-2020,9429.4,9450.9,9190.75,9205.6,725196178,29700.2
961,06-May-2020,9226.8,9346.9,9116.5,9270.9,722185448,30798.1
962,07-May-2020,9234.05,9277.85,9175.9,9199.05,708740416,59705.53
963,08-May-2020,9376.95,9382.65,9238.2,9251.5,609053504,30743.45
964,11-May-2020,9348.15,9439.9,9219.95,9239.2,704647074,31048.47
965,12-May-2020,9168.85,9240.85,9043.95,9196.55,805458787,37706.27
966,13-May-2020,9584.2,9584.5,9351.1,9383.55,846395245,36488.9
967,14-May-2020,9213.95,9281.1,9119.75,9142.75,602555564,29541.59
968,15-May-2020,9182.4,9182.4,9050.0,9136.85,575857112,25847.33
969,18-May-2020,9158.3,9158.3,8806.75,8823.25,772983297,33347.46
970,19-May-2020,8961.7,9030.35,8855.3,8879.1,762152894,32026.94
971,20-May-2020,8889.15,9093.8,8875.35,9066.55,622308140,30721.99
972,21-May-2020,9079.45,9178.55,9056.1,9106.25,631542699,28303.51
973,22-May-2020,9067.9,9149.6,8968.55,9039.25,675759336,31625.47
974,26-May-2020,9099.75,9161.65,8996.65,9029.05,654959960,30871.59
975,27-May-2020,9082.2,9334.0,9004.25,9314.95,763492487,34603.88
976,28-May-2020,9364.95,9511.25,9336.5,9490.1,837911425,37761.91
977,29-May-2020,9422.2,9598.85,9376.9,9580.3,967005438,45006.25
978,01-Jun-2020,9726.85,9931.6,9706.95,9826.15,794183122,38096.92
979,02-Jun-2020,9880.85,9995.6,9824.05,9979.1,770192848,36723.11
980,03-Jun-2020,10108.3,10176.2,10035.55,10061.55,794664422,38343.61
981,04-Jun-2020,10054.25,10123.85,9944.25,10029.1,775106567,36399.04
982,05-Jun-2020,10093.8,10177.8,10040.75,10142.15,987122302,37824.63
983,08-Jun-2020,10326.75,10328.5,10120.25,10167.45,936485541,37819.06
984,09-Jun-2020,10181.15,10291.15,10021.45,10046.65,754217460,36201.05
985,10-Jun-2020,10072.6,10148.75,10036.85,10116.15,632383068,28485.47
986,11-Jun-2020,10094.1,10112.05,9885.05,9902.0,715453486,30813.85
987,12-Jun-2020,9544.95,9996.05,9544.35,9972.9,796306399,36505.77
988,15-Jun-2020,9919.35,9943.35,9726.35,9813.7,716053036,31926.65
989,16-Jun-2020,10014.8,10046.15,9728.5,9914.0,899895044,36257.89
990,17-Jun-2020,9876.7,10003.6,9833.8,9881.15,685418390,30700.69
991,18-Jun-2020,9863.25,10111.2,9845.05,10091.65,622895963,28594.32
992,19-Jun-2020,10119.0,10272.4,10072.65,10244.4,892096343,48103.56
993,22-Jun-2020,10318.75,10393.65,10277.6,10311.2,685385093,35529.8
994,23-Jun-2020,10347.95,10484.7,10301.75,10471.0,669195109,34148.13
995,24-Jun-2020,10529.25,10553.15,10281.95,10305.3,854799801,41394.45
996,25-Jun-2020,10235.55,10361.8,10194.5,10288.9,994190886,41726.07
997,26-Jun-2020,10378.9,10409.85,10311.25,10383.0,671910159,31841.68
998,29-Jun-2020,10311.95,10337.95,10223.6,10312.4,574544482,27019.46
999,30-Jun-2020,10382.6,10401.05,10267.35,10302.1,556238560,27342.55
1000,01-Jul-2020,10323.8,10447.05,10299.6,10430.05,573550127,28736.28
1001,02-Jul-2020,10493.05,10598.2,10485.55,10551.7,597423931,31235.17
1002,03-Jul-2020,10614.95,10631.3,10562.65,10607.35,525190704,25186.39
1003,06-Jul-2020,10723.85,10811.4,10695.1,10763.65,571212914,29857.54
1004,07-Jul-2020,10802.85,10813.8,10689.7,10799.65,636764929,36502.37
1005,08-Jul-2020,10818.65,10847.85,10676.55,10705.75,767941333,37676.34
1006,09-Jul-2020,10755.55,10836.85,10733.0,10813.45,618652409,31315.87
1007,10-Jul-2020,10764.1,10819.4,10713.0,10768.05,590705425,31557.58
1008,13-Jul-2020,10851.85,10894.05,10756.05,10802.7,554050579,30606.3
1009,14-Jul-2020,10750.85,10755.65,10562.9,10607.35,532368699,30902.47
1010,15-Jul-2020,10701.0,10827.45,10577.75,10618.2,715901258,42376.03
1011,16-Jul-2020,10706.2,10755.3,10595.2,10739.95,694402635,41453.95
1012,17-Jul-2020,10752.0,10933.45,10749.65,10901.7,676881092,35592.83
1013,20-Jul-2020,10999.45,11037.9,10953.0,11022.2,554306867,32738.64
1014,21-Jul-2020,11126.1,11179.55,11113.25,11162.25,771998838,42461.89
1015,22-Jul-2020,11231.2,11238.1,11056.55,11132.6,765074288,41068.72
1016,23-Jul-2020,11135.0,11239.8,11103.15,11215.45,621575333,32744.93
1017,24-Jul-2020,11149.95,11225.4,11090.3,11194.15,678935175,40217.17
1018,27-Jul-2020,11225.0,11225.0,11087.85,11131.8,588148687,34539.73
1019,28-Jul-2020,11154.1,11317.75,11151.4,11300.55,683891350,38677.47
1020,29-Jul-2020,11276.9,11341.4,11149.75,11202.85,600726301,38726.02
1021,30-Jul-2020,11254.3,11299.95,11084.95,11102.15,677761342,39150.44
1022,31-Jul-2020,11139.5,11150.4,11026.65,11073.45,642560311,36220.09
1023,03-Aug-2020,11057.55,11058.05,10882.25,10891.6,680929323,31149.94
1024,04-Aug-2020,10946.65,11112.25,10908.1,11095.25,625738313,35357.96
1025,05-Aug-2020,11155.75,11225.65,11064.05,11101.65,667639446,34894.58
1026,06-Aug-2020,11185.7,11256.8,11127.3,11200.15,600374615,31501.08
1027,07-Aug-2020,11186.65,11231.9,11142.05,11214.05,452629891,27054.43
1028,10-Aug-2020,11270.25,11337.3,11238.0,11270.15,491999534,29108.25
1029,11-Aug-2020,11322.25,11373.6,11299.15,11322.5,586084846,30314.89
1030,12-Aug-2020,11289.0,11322.0,11242.65,11308.4,609858960,28088.09
1031,13-Aug-2020,11334.85,11359.3,11269.95,11300.45,562355175,26500.52
1032,14-Aug-2020,11353.3,11366.25,11111.45,11178.4,645109756,31059.23
1033,17-Aug-2020,11248.9,11267.1,11144.5,11247.1,633963958,27468.67
1034,18-Aug-2020,11259.8,11401.7,11253.15,11385.35,579242492,27267.51
1035,19-Aug-2020,11452.15,11460.35,11394.1,11408.4,626217997,27528.12
1036,20-Aug-2020,11317.45,11361.45,11289.8,11312.2,791587770,27676.18
1037,21-Aug-2020,11409.65,11418.5,11362.2,11371.6,668719170,26294.26
1038,24-Aug-2020,11412.0,11497.25,11410.65,11466.45,532900535,28920.84
1039,25-Aug-2020,11513.1,11525.9,11423.35,11472.25,638152608,28742.82
1040,26-Aug-2020,11512.85,11561.75,11461.85,11549.6,743442521,34852.01
1041,27-Aug-2020,11609.3,11617.35,11540.6,11559.25,719776490,31580.61
1042,28-Aug-2020,11602.95,11686.05,11589.4,11647.6,806997707,39349.92
1043,31-Aug-2020,11777.55,11794.25,11325.85,11387.5,1371789450,61668.55
1044,01-Sep-2020,11464.3,11553.55,11366.9,11470.25,783769555,36752.54
